
1473,,16th century,Ps.,"Ίβήρων, 899",Mount Athos,Greece
1474,,16th century,Ps.,"Ίβήρων, 907",Mount Athos,Greece
1475,,1562,Ps.,"Ίβήρων, 908",Mount Athos,Greece
1476,,16th century,Ps.,"Ίβήρων, 909",Mount Athos,Greece
1477,,1598,Ps.,"Ίβήρων, 918",Mount Athos,Greece
1478,,1408,Ps.,"Ίβήρων, 924",Mount Athos,Greece
1479,,16th century,Ps.,"Ίβήρων, 940",Mount Athos,Greece
1480,,1346,Ps.Od.,"Ίβήρων, 1384",Mount Athos,Greece
1481,,15th century,Ps.,"Καρακάλλου, 140",Mount Athos,Greece
1482,,15th century,Ps.,"Καρακάλλου, 152",Mount Athos,Greece
1483,,1512,Ps.,"Καρακάλλου, 154",Mount Athos,Greece
1484,,13th century,Cat. in Ps. fragm.,"Κουτλουμουσίου, 17",Mount Athos,Greece
1485,,14th century,Ps.,"Κουτλουμουσίου, 86",Mount Athos,Greece
1486,,13th century,Ps.,"Κουτλουμουσίου, 88",Mount Athos,Greece
1487,,15th century,Cat. Nicetae in Ps.,"Κουτλουμουσίου, 123",Mount Athos,Greece
1488,,16th century,Ps.,"Κουτλουμουσίου, 198",Mount Athos,Greece
1489,,16th century,Ps.,"Κουτλουμουσίου, 258",Mount Athos,Greece
1490,,16th century,Ps.,"Κουτλουμουσίου, 267",Mount Athos,Greece
1491,,16th century,Ps.,"Κουτλουμουσίου, 333",Mount Athos,Greece
1492,,1526,Ps.,"Κουτλουμουσίου, 352",Mount Athos,Greece
1493,,16th century,Ps.,"Κουτλουμουσίου, 353",Mount Athos,Greece
1494,,1543,Ps.,"Κουτλουμουσίου, 361",Mount Athos,Greece
1495,,15th century,Ps.,"Κουτλουμουσίου, 373",Mount Athos,Greece
1496,,15th century,Ps.,"Κωνσταμονίτου, 74",Mount Athos,Greece
1497,,13th century,Ps.,"Κωνσταμονίτου, 107;Bibl. RAdW, Cod. Nr. 32",Mount Athos;Petersburg,Greece;Russia
1498,,14th century,Ps.Od.,"Λαύρα, 90",Mount Athos,Greece
1499,,14th/15th century,Ps.,"Λαύρα, 132",Mount Athos,Greece
1500,,1309,Ps.,"Λαύρα, 133",Mount Athos,Greece
