7028,,1516,Ps.Od.,"Μ. Μεταμορφώσεως, 85",Meteora,Greece
7029,,16th century,Ps.Od.,"Μ. Μεταμορφώσεως, 90",Meteora,Greece
7030,,13th century,Ps.Od.,"Μ. Μεταμορφώσεως, 113",Meteora,Greece
7031,,16th century,Ps.Od.,"Μ. Μεταμορφώσεως, 120",Meteora,Greece
7032,,15th century,Ps.,"Μ. Μεταμορφώσεως, 159",Meteora,Greece
7033,,16th century,Ps.,"Μ. Μεταμορφώσεως, 170",Meteora,Greece
7034,,16th century,Ps.Od.,"Μ. Μεταμορφώσεως, 176",Meteora,Greece
7035,,1523,Ps.Od.,"Μ. Μεταμορφώσεως, 204",Meteora,Greece
7036,,16th century,Ps.Od.,"Μ. Μεταμορφώσεως, 211",Meteora,Greece
7037,,16th century,Ps.Od.,"Μ. Μεταμορφώσεως, 362",Meteora,Greece
7038,,16th century,Ps.Od.,"Μ. Μεταμορφώσεως, 453",Meteora,Greece
7039,,16th century,Ps.Od.,"Μ. Μεταμορφώσεως, 491",Meteora,Greece
7040,NLH Nr. II,14th century,Ps.Od.,"Buchhdlg. Hiersemann, Cat. 1926. Nr. 33",?,
7041,NLH Nr. IV,13th? century,Ps.Od.,"Sotheby's, Dec. 1980. lot 73",London,U. Kingdom
7042,,13th/14th century,Ps.Od,"Schøyen Coll., MS 1762",Oslo,Norway
7043,,14th century,Ps.Od.,"Bodleian Library, Holkham Gr. 1",Oxford,U. Kingdom
7044,,15th century,Ps.Od.,"Bodleian Library, Holkham Gr. 2",Oxford,U. Kingdom
7045,,1474,Ps.Od.,"Bodleian Library, Holkham Gr. 3",Oxford,U. Kingdom
7046,,16th century,Cat. in Ps.,"Bodleian Library, Holkham Gr. 45",Oxford,U. Kingdom
7047,,13th century,Ps.Od.,"Bibl. RAdW, 15",Petersburg,Russia
7048,,13th century,Ps.Od.,"Bibl. RAdW, 9",Petersburg,Russia
7049,,14th century,Ps. fragm.,RBN Gr. 75,Petersburg,Russia
7050,,14th century,Ps.Od.,"Arch. Cap., E 16",Rome,Italy
7051,,15th century,Cat. in Ps.Od,"Vatican Library, Borgian., gr. 2-4",Vatican City,
7052,,15th century,Ps.Od.,"Bibl. Comm., Ms. X.VI.3",Siena,Italy
7053,,15th century,Ps.,Cod. gr. 11,Sinai,Egypt
7054,,16th century,Ps.Od,Cod. gr. 20,Sinai,Egypt
7055,,Kamil XVI; CL 1638,Ps.Od,Cod. gr. 69,Sinai,Egypt
7056,,CL XVI; Kamil XVI/XVII,Ps.Od,Cod. gr. 80,Sinai,Egypt
7057,,Kamil 1503; CL n.a.,Ps.Od,Cod. gr. 100,Sinai,Egypt
7058,,Ben. III 1600; Kamil/CL 1601,Ps.Od,Cod. gr. 2019,Sinai,Egypt
7059,,1434,Ps.,Cod. gr. 2055,Sinai,Egypt
7060,,1545,Ps.,Cod. gr. 2057,Sinai,Egypt
7061,,16th century,Ps.Od,Cod. gr. 2061,Sinai,Egypt
7062,,16th century,Ps.Od,Cod. gr. 2068,Sinai,Egypt
7063,,16th century,Ps.Od,Cod. gr. 2069,Sinai,Egypt
7064,,1242,Ps.,Cod. gr. 2123,Sinai,Egypt
7065,,15th/16th century,Ps.Od,Cod. gr. 2130,Sinai,Egypt
7066,,14th century,Ps.,Cod. gr. 2132,Sinai,Egypt
7067,,1575,Ps.Od,Cod. gr. 2133,Sinai,Egypt
7068,,16th century,Ps.,Cod. gr. 2150,Sinai,Egypt
7069,,14th century,Ps.,"Neue Slg., M 14",Sinai,Egypt
7070,,13th century,Ps.Od.,"Neue Slg., M 44",Sinai,Egypt
7071,,14th century,Ps.,"Neue Slg., X 8",Sinai,Egypt
7072,,15th century,Ps.,"Neue Slg., X 9",Sinai,Egypt
7073,,13th/14th century,Ps.Od.,"Neue Slg., X 11",Sinai,Egypt
7074,,15th/16th century,Ps.,"Neue Slg., X 15",Sinai,Egypt
7075,,14th/15th century,Ps.,"Neue Slg., X 39",Sinai,Egypt
7076,,15th century,Ps.,"Neue Slg., X 50",Sinai,Egypt
7077,,14th century,Ps.,"Neue Slg., X 68",Sinai,Egypt
7078,,15th/16th century,Ps.,"Neue Slg., X 80",Sinai,Egypt
7079,,16th century,Ps.,"Neue Slg., X 91",Sinai,Egypt
7080,,16th century,Ps.,"Neue Slg., X 106",Sinai,Egypt
7081,,14th century,Ps.,"Neue Slg., X 113",Sinai,Egypt
7082,,16th century,Ps.Od.,"Neue Slg., X 136",Sinai,Egypt
7083,,15th century,Ps.Od.,"Neue Slg., X 149",Sinai,Egypt
7084,,13th/14th century,Ps.Od.,"Neue Slg., X 163",Sinai,Egypt
7085,,16th century,Ps.,"Neue Slg., X 196",Sinai,Egypt
7086,,15th century,Ps.Od.,"Neue Slg., X 227",Sinai,Egypt
7087,,15th/16th century,Ps.,"Neue Slg., X 230",Sinai,Egypt
7088,,14th/15th century,Ps.,"Neue Slg., X 232",Sinai,Egypt
7089,,15th century,Ps.,"Neue Slg., X 266",Sinai,Egypt
7090,,15th century,Od.,"Neue Slg., X 282",Sinai,Egypt
7091,,15th/16th century,Ps.Od.,"St. Nikolaus, 6",Skamneli,
7092,,13th/14th century,Ps.,Rivas Nr 9,Skiatos,Greece
7093,,1509,Ps.Od.,"IfK, 314 [28]",Sofia,Bulgaria
7094,,1558,Ps.Od.,"IfK, 321 [5]",Sofia,Bulgaria
7095,,15th/16th century,Ps.Od.,"IfK, 405 [1]",Sofia,Bulgaria
7096,,???,Ps.,"IfK, 412 [33]",Sofia,Bulgaria
7097,,16th century,Ps.Od.,"Nat.-Bibl., Ms. gr. 19",Sofia,Bulgaria
7098,,14th century,Ps.Od.,"Nat.-Bibl., Ms. gr. 20",Sofia,Bulgaria
7099,,15th century,Ps.Od.,"ZSBS, Dujčev 41",Sofia,Bulgaria
7100,,14th century,Ps.Od.,"ZSBS, Dujčev 44 (33)",Sofia,Bulgaria
7101,,1525,Ps.Od.,"ZSBS, Dujčev 47 (34)",Sofia,Bulgaria
7102,,16th century,Ps.Od.,"ZSBS, Dujčev 66",Sofia,Bulgaria
7103,,14th century,Ps.Od.,"ZSBS, Dujčev 173 (32)",Sofia,Bulgaria
7104,,13th century,Ps.Od.,"ZSBS, Dujčev 243 + 120",Sofia,Bulgaria
7105,,14th century,Ps.Od.,"ZSBS, Dujčev 382",Sofia,Bulgaria
7106,,13th century,Ps.Od.,"Μ. Βλατ., 41",Thessaloniki,Greece
7107,,14th century,Ps.Od.,"Μ. Βλατ., 47",Thessaloniki,Greece
7108,,16th century,Ps.Od.,"Kekelidze Inst., gr. 14",Tbilisi,Georgia
7109,,15th century,Ps.,"Bibl. Comm., 2325",Trento,Italy
