980,,5th/6th century,Jer. 13:16-18.22-25 fragm.,"ÖNB, P. Vindob. G 26093",Vienna,Austria
981,,6th century,Prov. 8:22-25 fragm.,"ÖNB, P. Vindob. G 29245 + 29454 + 29830",Vienna,Austria
982,,5th/6th century,Is. 6:3,"ÖNB, P. Vindob. G 19887",Vienna,Austria
983,,2nd/3rd century,Par. II 29:32-35; 30:2-5 fragm.,"SBO, P. Monts./II Inv. 3",Montserrat,
984,,4th century,Jer. 18:15-16.19-20 fragm.,"SBO, P. Monts./II Inv. 5",Montserrat,
985,,6th/7th century,Is. 1:18-29 fragm.,"Sackler Library, P. Ant. 52",Oxford,U. Kingdom
986,,6th/7th century,Is. 28:30-31.35-36.58; 28:63-29:1; 30:2-4.7-9; 31:39-41; 32:2-3 fragm.,"Sackler Library, P. Ant. 53",Oxford,U. Kingdom
987,,3rd century,Prov. 2:9-15; 3:13-17 fragm.,"Sackler Library, P. Ant. 9",Oxford,U. Kingdom
988,,4th century,Ez. 33:27-31; 34:1-5.18-24.26-30 fragm.,"Sackler Library, P. Ant. 10",Oxford,U. Kingdom
{989}locked,,,see item 818,"Univ. S. Cuore, P. Med. Inv. 151",Milan,Italy
990,,3rd/4th century,Tob. 12:14-19 fragm.,P.Oxy. 1594,Oxyrhynchus,
991,,6th century,Sir 1:1-9,P.Oxy. 1595,Oxyrhynchus,
992,,5th/6th century,Eccl. 6:6-8 6:12-7:1 fragm.,P.Oxy. 2066,Oxyrhynchus,
993,,IIIA,Exod. 20:10-22 fragm.,P.Oxy. 4442,Oxyrhynchus,
994,Papyrus 62,4th century,Daniela 3:50-54,"Univ. Bibl., Inv. 1661",Oslo,Norway
995,P. Berlin 17213,3rd century,Genesis 19:11–13.17–19,"Ägyptisches Museum, P. 17213",Berlin,Germany
996,,1st/2nd century,Est. E16-8:17; 9:2-3 fragm.,P.Oxy. 4443,Oxyrhynchus,
997,,4th century,Gen. 41:48-51.55-57 fragm.,"Ägyptisches Museum, P. 18131",Berlin,Germany
998,,c. 300,"Acts Pauli / Eccl. (Greek), Cant., Thr. and Eccl. (Coptic)","SUB, P. bil. 1",Hamburg,Germany
999,,3rd century,Idt. 15:2-7 fragm.,"IFAO, Ostr. 215",Cairo,Egypt
1000,,3rd century,Exod. 40:5-13.19-25 fragm.,"University of Paris, Inv. 2266",Paris,Francia
