339,,11th century,"Job. Prov., Eccl., Cant., Wis., Sir.","Κουτλουμουσίου, 8",Mount Athos,Greece
340,,11th century,"Mac. I i IV, Esd. I","Κουτλουμουσίου, 39",Mount Athos,Greece
341,,11th century,Lect. (Rdz 1:5-13),"Κουτλουμουσίου, 82",Mount Athos,Greece
342,,13th century,"Reg., Eccl.","Histor. u. andhnol. Gesellsch., 200",Athens,Greece
343,,11th century,Oct.,"Λαύρα, 352",Mount Athos,Greece
344,,10th century,"Oct., Par. II fragm.","Παντοκράτορος, 24Patr.-Bibl., Τάφου 510 β",Mount Athos;Jerusalem,Greece;Israel
345,,11th century,Jer. fragm.,"Παντοκράτορος, 48",Mount Athos,Greece
346,,1326,"Oct., Reg., Par.","Πρωτάτου, 53",Mount Athos,Greece
347,,13th century,Mac. II i III fragm.,"Σταυρονικήτα, 29",Mount Athos,Greece
348,,16th century,Cat. Polychronii in Eccl. and Cant.,"Univ.-Bibl., A. VII. 6",Basel,Switzerland
349,,13th century,Cat. in XII proph. and Ez. and Dan.,"Univ.-Bibl., B. II. 14",Basel,Switzerland
350{skreślony},,c. 1540,Tht. qu. in Oct. Reg. Par.,"Staatsbibl., Phill. 1405",Berlin,Germany
351,,c. 1540,Cat. in Job,"Staatsbibl., Phill. 1407",Berlin,Germany
352,,c. 1540,"Cat. Procopii in Prov., Cat. in Eccl., Cat. Procopii in Cant.","Staatsbibl., Phill. 1411",Berlin,Germany
353,,c. 1540,Cat. in Prov. and Eccl. and Cant.,"Staatsbibl., Phill. 1412",Berlin,Germany
354,,c. 1540,Cat. in Cant.,"Staatsbibl., Phill. 1413",Berlin,Germany
355,,12th century,Cat. in Job,"Bibl. Comun., A. I. 2",Bologna,Italy
356,,16th century,Cat. in Prov.,"Bibl. Comun., A. I. 6",Bologna,Italy
357,,12th century,Eccl.,"Bibl. Univ., 3640",Bologna,Italy
358,,12th century,Sir.,"Corp. Chr. Coll., 486",Cambridge,U. Kingdom
359,,13th/14th century,"Eccl., Cant., Sap.","Trinity Coll., O. I. 53",Cambridge,U. Kingdom
360,,11th? century,Cat. in Prov. and Cant.,"Trinity Coll., O. I. 54 i 55",Cambridge,U. Kingdom
361,,16th century,Cat. in Cant.,"Duke Univ. Libr., Phillipps 11609",Durham,United States
362,,15th/16th century,Cat. Olimp. in Job,"YBR, Ms. gr. 257 (Phillipps 14041)",New Haven,United States
363,,14th century,Cat. in Prov.,"Βιβλ. τ. Άρχιεπισκοπής, 28",Leucosia,Cyprus
[364]burnt,,14th century,Oct.,Μέγα Σπελ. 68,Kalavryta,Greece
365,,15th century,Dan.,"Ίωάννου τοὒ Θεολόγου, 21",Lesbos,Greece
366,,15th century,Mac. IV,"Λυκ. Μυτ., 4",Lesbos,Greece
367,,11th century,Mac. IV,"John Rylands Library, Gr. 8",Manchester,U. Kingdom
368,,11th century(1426),Gen. fragm.,"Biblioteca Ambrosiana, Q. 6 sup.",Milan,Italy
369,,9th/10th century,Is. fragm.,"Emmanuel Coll., III. 3. 3, Abt. VII",Cambridge,U. Kingdom
370,,XI-14th century,"Oct., Reg., Esdr., Mac., Est., Idt., Tob. (with gaps)","Vatican Library, Chis. R VIII 61",Vatican City,
371,,16th century,Cat. in Eccl. and Cant.,"Real Bibl., R-I-3",El Escorial,Spain
372,,12th century,Reg. II-IV,"Real Bibl., R-II-2",El Escorial,Spain
373,,1586,Cat. in Gen. and Exod.,"Real Bibl., Σ-I-6",El Escorial,Spain
374,,1572,Cat. Marcellini in Gen.,"Real Bibl., Σ-II-17",El Escorial,Spain
375,,16th century,Cat. in Prov.,"Real Bibl., Υ (griech.)-II-2",El Escorial,Spain
376,,15th century,"Oct., Reg. I-II","Real Bibl., Υ (griech.)-II-5",El Escorial,Spain
377,,11th century,Cat. in Is.,"Real Bibl., Υ (griech.)-II-12",El Escorial,Spain
378,,1573,Cat. in Cant.,"Real Bibl., Ψ-I-4",El Escorial,Spain
379,,16th century,"Cat. in Reg., Par., Esdr., Est., Tob., Idt., Mac. I-II","Real Bibl., Ψ-I-8",El Escorial,Spain
380,,12th century,"Ez., Dan., Mac. IV","Real Bibl., Ω-1-5",El Escorial,Spain
381,,11th century,"Oct., Reg., Par., Esdr., Est., Tob., Idt., Mac. I-III","Real Bibl., Ω-1-13",El Escorial,Spain
382,,15th century,Cant.,"Laurentian Library, S. Marco 694",Florence,Italy
383,,11th century,Dan.,"Laurentian Library, Plut. IV 4",Florence,Italy
384,,12th century,Cat. Nicol. Muzani in Is.,"Laurentian Library, Plut. V 8",Florence,Italy
385,,14th century,Mac. IV,"Laurentian Library, Plut. IX 33",Florence,Italy
386,,13th/14th century,Cat. in Job,"Laurentian Library, Plut. X 29",Florence,Italy
387,,14th century,Mac. IV,"Laurentian Library, Plut. LXIX 10",Florence,Italy
388,,14th century,Mac. IV,"Laurentian Library, Plut. LXIX 20",Florence,Italy
389,,16th century,Cat. in Cant.,"Bibl. Riccard., 7",Florence,Italy
390,,1075,Cat. in Prov. and Eccl. and Cant.,"Bibl. Franz., 2",Genoa,Italy
391,,11th century,Mac. IV,"Bibl. Franz., 35",Genoa,Italy
392,,10th century,"Oct., Est., Tob., Idt.",A. γ. I,Grottaferrata,Italy
393,,8th century,XII + IV proph.,"A. γ. XVVatican Library, Vat. gr. 1658",Grottaferrata;Vatican City,Italy.
394,,10th century,Oct. fragm.,"Vatican Library, Vat. gr. 2306A. δ. XXIII",Vatican City;Grottaferrata,.Italy
395,,10th century,Cat. in Job,"Univ.-Bibl., XXV B 3",Prague,Czech Republic
396,,15th century,Sap.,Private Library Earl of Tollemache,Helmingham Hall,U. Kingdom
397,,11th century,Mac. IV,"EBE, Μετ. Τάφου, 14",Athens,Greece
398,,14th century,Cat. in XII proph.,"EBE, Μετ. Τάφου, 17",Athens,Greece
399,,12th century,Cat. in Prov.,"EBE, Μετ. Τάφου, 51",Athens,Greece
400,,11th century,Cat. in Gen.,"EBE, Μετ. Τάφου, 224",Athens,Greece
401,,14th century,Dan.,"EBE, Μετ. Τάφου, 244",Athens,Greece
402,,14th century,Tob.,"Patr.-Bibl., Σάβα 105",Jerusalem,Israel
403,,1542,"Am., Is., Ez.","Patr.-Bibl., Σάβα 283",Jerusalem,Israel
404,,14th century,Sir.,"Patr.-Bibl., Σάβα 418",Jerusalem,Israel
405,,13th century,Dan.,"Patr.-Bibl., Σάβα 697",Jerusalem,Israel
406,,8th century,Cat. in Job,"Patr.-Bibl., Σταυροὒ 36",Jerusalem,Israel
407,,9th century,"Oct., XII + IV proph.","Patr.-Bibl., Τάφου 2",Jerusalem,Israel
407,,9th century,"Oct., XII + IV proph.","Patr.-Bibl., Τάφου 2",Jerusalem,Israel
408,,12th/13th century,Cat. in Gen.,"Patr.-Bibl., Τάφου 3",Jerusalem,Israel
409,,13th century,Cat. in Job.,"Patr.-Bibl., Τάφου 5",Jerusalem,Israel
410,,13th century,XII + IV proph.,"Patr.-Bibl., Τάφου 36RBN Gr. 261",JerusalemPetersburg,IsraelRussia
411,,16th century,"Eccl., Cant., Wis., Prov. fragm.","Patr.-Bibl., Τάφου 370",Jerusalem,Israel
412=344,,12th century,see item 344,"Patr.-Bibl., Τάφου 510 β",Jerusalem,Israel
413,,12th century,Cat. in Oct.,"Bibl. des Serail, 8",Istanbul,Turkey
414,,14th century,Cat. in Oct.,"Bibl. Uniw., Voss. graec. in fol. 13",Leiden,Netherlands
415,,15th/16th century,"Cat. in Cant. (two types), Cat. in Eccl.","Bibl. Uniw., Vulc. 50",Leiden,Netherlands
416,,14th century,Exod-Deut.,"Uniw.-Bibl., Gr. 16, Bl 150-253",Leipzig,Germany
417,,1103,Cat. in Lev.-Ruth,"Archiepisc. Libr., 1214",London,U. Kingdom
418,,11th century,Reg. IV fragm.,"SUB, Theol. 11",Göttingen,Germany
419,,1592,Cat. in Gen and Reg. I-II Par.,"Griech. Part.-Bibl., 228",Alexandria,Egypt
420,,1437,"IV + XII proph., Job","BL, Add. 21259",London,U. Kingdom
421,,1438,Sir. excerpta,"BL, Add. 34060",London,U. Kingdom
422,,12th century,Cat. in Oct.,"BL, Add. 35123",London,U. Kingdom
423,,15th century,Cant.,"BL, Arund. 520",London,U. Kingdom
424,,15th century,Cat. in Oct.,"BL, Burn. 34",London,U. Kingdom
425,,14th century,"Prov., Eccl., Cant.","BL, Royal 1 A. XV",London,U. Kingdom
426,,11th century,Oct.,"BL, Add. 39585",London,U. Kingdom
427,,15th century,Mac. IV,"Bibl. pubbl., 1387",Lucca,Italy
428,,16th century,Cat. in Is.,"Bibl. Nac., 4776",Madrid,Spain
429,,14th century,Sir. excerpta,"Bibl. Nac., 4586",Madrid,Spain
430,,1574,Cat. in IV proph.,"Bibl. Nac., 4671",Madrid,Spain
431,,16th century,Cat. in Gen.,"Bibl. Nac., 4773",Madrid,Spain
432,,10th century,XVI proph.,Χοζοβιωτίσσας 4,Amorgos,Greece
433,,16th century,Cat. in Is.,"Bibl. Nac., 4705",Madrid,Spain
434,,16th? century,Cat. in Job,"Bibl. Nac., 4716",Madrid,Spain
435,,16th century,Cat. in IV proph.,"Bibl. Nac., 4717",Madrid,Spain
436,,1556,"Cat. Procopii in Cant. and Prov., Cat. Polychronii in Eccl., Sap.","Bibl. Nac., 4749",Madrid,Spain
437,,16th century,"Cat. Procopii in Cant. and Prov., Cat. in Eccl., Sap.","Bibl. Nac., 4781",Madrid,Spain
438,,16th century,Cat. in Is.,"Bibl. Univ., 17",Salamanca,Spain
439,,16th century,Cat. in Cant. (two types),"Bibl. Univ., 20",Salamanca,Spain
440,,16th century,Cat. Polychronii in Prov.,"Bibl. Univ., 26",Salamanca,Spain
441,,11th century,Cat. in Is.,"Bibl. Univ., 43",Salamanca,Spain
[442]burnt,,15th/16th century,"Jud., Ruth, Reg., Par., Prov., Eccl., Cant., Esdr., Est., Wis., Idt., Tob., Mac. I-III","Arch. Hist. Univ., E 1. no 10",Madrid,Spain
443,,10th century,"Prov., Eccl., Wis., Sir.","Biblioteca Ambrosiana, B. 68 sup.",Milan,Italy
444,,13th century,Cat. in Job,"Biblioteca Ambrosiana, B. 117 sup.",Milan,Italy
445,,13th century,Jer. fragm.,"Biblioteca Ambrosiana, C. 124 sup.",Milan,Italy
446,,1073,Mac. IV,"Biblioteca Ambrosiana, C. 186 inf.",Milan,Italy
447,,1568,"Cat. in Prov., Cat. Procopii in Cant.","Biblioteca Ambrosiana, C. 267 inf.",Milan,Italy
448,,15th century,Mac. IV,70,Μηλέαι,Greece
449,,10th/11th century,XII + IV proph.,"Biblioteca Ambrosiana, D. 96 sup., A. 147 sup., H. 257 inf.",Milan,Italy
450,,16th century,Cat. in Is. and Job fragm.,"Biblioteca Ambrosiana, D. 473 inf.",Milan,Italy
451,,12th century,Cat. in Nicol. Muzani in Is.,"Biblioteca Ambrosiana, G. 79 sup.",Milan,Italy
452,,14th century,"Mac. IV, Est.","Biblioteca Ambrosiana, H. 11 sup.",Milan,Italy
453,,15th century,Cat. in Is.,"Biblioteca Ambrosiana, S. 12 sup.",Milan,Italy
454,,16th century,Cat. in Job,"Bibl. Naz. di Brera, AF. XIV. 13",Milan,Italy
455,,12th century,Mac. IV,"Bibl. Univ., Salv. 3",Messina,Italy
456,,11th century,XVI proph.,"Bibl. Univ., Salv. 7 andc.BL, Add 18212Biblioteca Ambrosiana, D. 34 sup.Bodleian Library, Auct. T. inf. 2. 12., Bl 9 i 11",MessinaLondonMilanOxford,ItalyU. KingdomItalyU. Kingdom
457,,12th century,Mac. IV,"Bibl. Univ., Salv. 49",Messina,Italy
458,,12th century,Oct.,"Bibl. Univ., 62",Messina,Italy
459,,13th century,Dan.,"Bibl. Univ., 63",Messina,Italy
460,,13th century,Reg.,"Bibl. Univ., 101",Messina,Italy
461,,16th century,"Oct., Reg., XII proph., Is.–Ez.","Μ. Μεταμορφώσεως, 216",Meteora,Greece
462,,1505,"Wis., Prov., Eccl., Job, Sir., Cant.","Bibl. Estense, Gr. 64",Modena,Italy
463,,16th century,Cat. in Cant.,"Bibl. Estense, Gr. 154",Modena,Italy
464,,1550,"Cat. Procopii in Cant. and Prov., Cat. in Eccl., Sap.","Bibl. Estense, Gr. 155",Modena,Italy
465,,1560,Cat. in Cant.,"Bibl. Estense, Gr. 171",Modena,Italy
466,,15th/16th century,Sus.,"École de médecine, 405",Montpellier,Francia
467,,1063,Mac. IV,"State Historical Museum, Syn. gr. 9",Moscow,Russia
468,,16th century,Cat in Is.,"State Historical Museum, Syn. gr. 24",Moscow,Russia
469,,11th century,Cat. Nicol. Muzani in Is.,"State Historical Museum, Syn. gr. 25",Moscow,Russia
470,,10th century,Dan.,"State Historical Museum, Syn. gr. 124",Moscow,Russia
471,,13th/14th century,"Cat. in Job and Prov, Eccl., Cant., Wis., Ps. Sal., Sir.","State Historical Museum, Syn. gr. 147",Moscow,Russia
472,,11th century,Mac. IV,"State Historical Museum, Syn. gr. 160",Moscow,Russia
473,,11th century,Mac. IV,"State Historical Museum, Syn. gr. 173",Moscow,Russia
474,,10th century,Cat. in Job,"State Historical Museum, Syn. gr. 342 i 412",Moscow,Russia
475,,13th/14th century,Cat. in Prov. and Eccl.,"State Historical Museum, Syn. gr. 355",Moscow,Russia
476,,12th century,Cat. in Prov. and Job,"State Historical Museum, Syn. gr. 392",Moscow,Russia
477,,13th century,Cat. in Is.,"Вατοπαιδίου, 661",Mount Athos,Greece
478,,15th century,"Prov., Wis., Sir.","State Historical Museum, Syn. gr. 471",Moscow,Russia
479,,16th century,Cat. Nicol. Muzani in Is.,"BSB, gr. 14",Munich,Germany
480,,16th century,Cat. in Prov. and Job,"BSB, gr. 32",Munich,Germany
481,,16th century,Cat. in Is. and Prov.,"BSB, gr. 38",Munich,Germany
482,,16th century,Cat. in Cant.,"BSB, gr. 64",Munich,Germany
483,,16th century,Cat. in Gen. and. Exod.,"BSB, gr. 82",Munich,Germany
484,,16th century,Cat. in Cant.,"BSB, gr. 84",Munich,Germany
485,,1549,"Cat. Procopii. in Cant. and Prov., Cat. in Eccl., Sap.","BSB, gr. 131",Munich,Germany
486,,16th century,Cat. in Eccl. and Cant.,"BSB, gr. 292 i 294",Munich,Germany
487,,15th century,Cat. Procopii in Cant.,"BSB, gr. 369",Munich,Germany
488,,11th century,"Jos–Ruth, Reg., Tob.","BSB, gr. 372",Munich,Germany
489,,10th century,"Jos–Ruth, Reg., Par.","BSB, gr. 454",Munich,Germany
490,,11th century,XII + IV proph.,"BSB, gr. 472",Munich,Germany
491,,13th century,Mac. IV,"BSB, gr. 488",Munich,Germany
492,,16th century,Cat. in Job,"BSB, gr. 491",Munich,Germany
493,,15th century,Sir.,"BSB, gr. 551",Munich,Germany
494,,16th century,Cat. in Cant.,"BSB, gr. 559",Munich,Germany
495,,16th century,Cat. in Prov.,"BSB, gr. 561",Munich,Germany
496,,15th/16th century,Cat. Nicandae in Job,"Bibl. Naz., II. B. 26",Naples,Italy
497,,15th century,Cat. Nicandae in Job,"Bibl. Naz., II. B. 27",Naples,Italy
498,,1380,Mac. IV,"Bibl. Naz., II. C. 25",Naples,Italy
499,,15th century,Cat. in. Cant.,"ÖNB, Suppl. gr. 201",Vienna,Austria
500,,11th/12th century,Cat. in. Oct.,"ÖNB, Suppl. gr. 176",Vienna,Austria
