1861,,1580,Ps.Od.,Cod. gr. 118,Sinai,Egypt
1862,,15th century,Ps.Od.,Cod. gr. 119,Sinai,Egypt
1863,,16th century,Ps.Od.,Cod. gr. 120,Sinai,Egypt
1864,,16th? century,Ps.Od.,Cod. gr. 122,Sinai,Egypt
1865,,16th century,Ps.Od.,Cod. gr. 123,Sinai,Egypt
1866,,1565,Ps.Od.,Cod. gr. 124,Sinai,Egypt
1867,,14th? century,Ps.Od.,Cod. gr. 125,Sinai,Egypt
1868,,16th century,Ps.Od.,Cod. gr. 126,Sinai,Egypt
1869,,14th century,Ps.Od.,Cod. gr. 127,Sinai,Egypt
1870,,1548,Ps.Od.,Cod. gr. 128,Sinai,Egypt
1871,,1356,Ps.Od.,Cod. gr. 129,Sinai,Egypt
1872,,1203,Ps.Od.,"Cod. gr. 130;RBN, Gr. 390",Sinai;Petersburg,Egypt;Russia
1873,,14th century,Ps.Od.,Cod. gr. 131,Sinai,Egypt
1874,,14th century,Ps.Od.,Cod. gr. 132,Sinai,Egypt
1875,,14th century,Ps.Od.,Cod. gr. 133,Sinai,Egypt
1876,,1500,Ps.Od.,Cod. gr. 134,Sinai,Egypt
1877,,14th century,Ps.,Cod. gr. 135,Sinai,Egypt
1878,,1542,Ps.Od.,Cod. gr. 136,Sinai,Egypt
1879,,15th century,Ps.Od.,Cod. gr. 137,Sinai,Egypt
1880,,15th/16th century,Ps.Od.,Cod. gr. 139,Sinai,Egypt
1881,,15th century,Ps.Od.,Cod. gr. 140,Sinai,Egypt
1882,,12thlub 14th century,Ps.Od.,Cod. gr. 259,Sinai,Egypt
1883,,13th century,Ps.,Cod. gr. 550,Sinai,Egypt
1884,,1564,Ps.Od.,Cod. gr. without number,Sinai,Egypt
1885,,15th century,Ps.,"Σουμελἄ, 28",Trabzon,Turkey
1886,,16th century,Ps.,"Σουμελἄ, 39",Trabzon,Turkey
1887,,14th century,Ps.,"Σουμελἄ, 64",Trabzon,Turkey
1888,,16th century,Ps.,"Σουμελἄ, 73",Trabzon,Turkey
1889,,15th century,Ps.Od.,"Bibliothèque, 1699",Troyes,Francia
1890,,13th century,Cat. Nicetae in Ps.,"Bibl. Naz., B. I. 5",Turin,Italy
1891,,13th century,Cat. in Ps.Od.,"Bibl. Naz., B. I. 8",Turin,Italy
1892,,15th century,Ps.,"Bibl. Naz., B. IV. 10",Turin,Italy
1893,,13th century,Ps.,"Bibl. Naz., B. V. 8",Turin,Italy
1894,,13th century,Ps.,"Bibl. ex.-Reale, 378",Turin,Italy
1895,,1369,Ps.Od.,"Univ.-Bibl, Gr. 10",Uppsala,Sweden
1896,,15th? century,Ps.Od.,"Univ.-Bibl, Gr. 24",Uppsala,Sweden
1897,,1446,Ps.Od.,"Bibl. Marc., Append. I 2",Venice,Italy
1898,,13th century,Ps.Od.,"Bibl. Marc., Append. I 16",Venice,Italy
1899,,14th century,Ps.Od.,"Bibl. Marc., Append. I 26",Venice,Italy
1900,,16th century,Ps.,"Bibl. Marc., Append. I 27",Venice,Italy
