1628,,16th century,Ps.Od.,"Patr.-Bibl., Σταυροὒ 99",Jerusalem,Israel
1629,,15th century,Ps.Od.,"Patr.-Bibl., Σταυροὒ 103α",Jerusalem,Israel
1630,,13th century,Ps.Od.,"Patr.-Bibl., Σταυροὒ 105",Jerusalem,Israel
1631,,16th century,Ps.,"Patr.-Bibl., Τάφου 70",Jerusalem,Israel
1632,,1502,Ps.,"Patr.-Bibl., Τάφου 86",Jerusalem,Israel
1633,,16th century,Ps.,"Patr.-Bibl., Τάφου 410",Jerusalem,Israel
1634,,1470,Ps.Od.,"Patr.-Bibl., Τάφου 537",Jerusalem,Israel
1635,,1507,Ps.,"Griech. Part.-Bibl., 341 (earlier 449)",Alexandria,Egypt
1636,,1483,Ps.,"Griech. Part.-Bibl., ? (earlier 925)",Alexandria,Egypt
1637,,1597,Ps.,"Geistl. Akad., Kirchl.-archäol. Mus, 1",Kiev,Ukraine
1638,,14th/15th century,Ps. fragm.,"Geistl. Akad., Kirchl.-archäol. Mus, 5",Kiev,Ukraine
1639,,16th century,Ps. fragm.,"Geistl. Akad., Kirchl.-archäol. Mus, 6",Kiev,Ukraine
1640,,15th/16th century,Ps.Od.,"Kgl. Bibl., Gamle Kgl. Saml., 4° Nr. 6",Copenhagen,Denmark
1641,,14th/15th century,Ps.,"Univ.-Bibl., Fabric. 94 in 8°",Copenhagen,Denmark
[1642]missing,,16th century,Ps.,"А-γ. Λαυρ., 4",Pilio,Greece
1643,,15th century,Ps.Od.,"Univ. Bibl., Graec. 5",Leipzig,Germany
1644,,13th century,Ps.,"Λειμώνος, 30",Lesbos,Greece
1645,,16th century,Ps.,"Λειμώνος, 115",Lesbos,Greece
1646,,16th century,Ps.,"Λειμώνος, 140",Lesbos,Greece
1647,,1527,Ps.,"Λειμώνος, 220",Lesbos,Greece
1648,,1581,Ps. sine Od.,"Bibliothèque, 1",Lille,Francia
1649,,13th/14th century,"Ps. 140-141, 129 (reduced)","IfP, without number (P. Baden V 129)",Heidelberg,Germany
1650,,12th/13th century,Ps.Od.,"BL, Add. 40656",London,U. Kingdom
1651,,13th century,Cat. in Ps.,"BL, Add. 10068",London,U. Kingdom
1652,,14th century,Ps.Od.,"BL, Add. 11752",London,U. Kingdom
1653,,13th century,Ps.Od.,"BL, Add. 11835",London,U. Kingdom
1654,,15th century,Ps.,"BL, Add. 14063",London,U. Kingdom
1655,,13th century,Ps.Od.,"BL, Add. 21030",London,U. Kingdom
1656,,16th century,Ps.Od.,"BL, Add. 28819",London,U. Kingdom
1657,,15th century,Ps.Od.,"BL, Burn. 14",London,U. Kingdom
1658,,16th century,Ps.Od.,"BL, Burn. 15",London,U. Kingdom
1659,,16th century,Ps. fragm.,"BL, Burn. 276, Bl. 7-14",London,U. Kingdom
1660,,16th century,Ps.,"BL, Harl. 2427",London,U. Kingdom
1661,,14th century,Ps.Od.,"BL, Harl. 5541",London,U. Kingdom
1662,,?,Ps. fragm.,"BL, Harl. 5597",London,U. Kingdom
1663,,15th century,Cat. Nicetae in Ps.,"BL, Harl. 5677",London,U. Kingdom
1664,,14th century,Ps.,"BL, Harl. 5723",London,U. Kingdom
1665,,13th? century,Ps.Od.,"Bibl, Pubbl., 2502",Lucca,Italy
1666,,16th century,Cat. in Ps.Od.,"Bibl. Nac., 4670",Madrid,Spain
1667,,1556,Cat. in Ps.Od.,"Bibl. Nac., 4702-4704",Madrid,Spain
1668,,1563,Cat. in Od.,"Bibl. Univ., 15",Salamanca,Spain
1669,,14th/15th century,Cat. in Od.,"Bibl. Univ., 29",Salamanca,Spain
1670,,14th/15th century,Ps.Od.,"Arch. Hist. Univ., E. 1, no 30",Madrid,Spain
1671,,???,Ps.Od.,"Biblioteca Ambrosiana, B. 1 sup.",Milan,Italy
1672,,15th century,Ps.Od.,"Biblioteca Ambrosiana, C. 13 inf.",Milan,Italy
1673,,16th century,Cat. in Ps.,"Biblioteca Ambrosiana, C. 264 inf.",Milan,Italy
1674,,15th century,Ps. fragm.,"Biblioteca Ambrosiana, D. 58 sup.",Milan,Italy
1675,,16th century,Cat. in Ps.,"Biblioteca Ambrosiana, F. 126 sup.",Milan,Italy
1676,,15th century,Ps.Od.,"Biblioteca Ambrosiana, G. 12 sup.",Milan,Italy
1677,,14th century,Ps.,"Biblioteca Ambrosiana, G. 36 sup.",Milan,Italy
1678,,1464,Ps.Od.,"Biblioteca Ambrosiana, G. 94 sup.",Milan,Italy
1679,,13th century,Ps.Od.,"Biblioteca Ambrosiana, H. 60 sup.",Milan,Italy
1680,,13th century,Cat. in Ps.Od.,"Biblioteca Ambrosiana, H. 112 sup.",Milan,Italy
1681,,13th century,Ps.Od.,"Biblioteca Ambrosiana, I. 14 sup.",Milan,Italy
1682,,13th century,Ps.,"Biblioteca Ambrosiana, Q. 15 sup.",Milan,Italy
1683,,12th/13th century,Ps.Od.,"Bibl. private, Trivulzio, 340",Milan,Italy
1684,,15th century,Ps.,"Bibl. private, Trivulzio, 2161",Milan,Italy
1685,,1547,Ps.Od.,"R. Staats-Bibl., Sevast. 25",Moscow,Russia
1686,,1275,Cat. in Ps.,"State Historical Museum, Syn. gr. 197",Moscow,Russia
1687,,15th century,Ps.Od.,"State Historical Museum, Syn. gr. 357",Moscow,Russia
1688,,14th/15th century,Cat. in Ps.Od.,"State Historical Museum, Syn. gr. 414",Moscow,Russia
1689,,16th century,Ps.Od.,"State Historical Museum, Syn. gr. 417",Moscow,Russia
1690,,1550,Cat. in Ps.Od.,"BSB, Gr. 12 and 13",Munich,Germany
1691,,16th century,Cat. in Od.,"BSB, Gr. 66",Munich,Germany
1692,,16th century,Cat. in Od.,"BSB, Gr. 296",Munich,Germany
1693,,15th century,Cat. in Od.,"BSB, Gr. 527",Munich,Germany
1694,,16th century,Ps.Od.,"Bibl. Naz., II. A. 1",Naples,Italy
1695,,14th century,Ps.Od.,"Bibl. Naz., II. A. 2",Naples,Italy
1696,,16th century,"Cat. in Od., Cat. in Ps. fragm.","Bibl. Naz., II. B. 11",Naples,Italy
1697,,13th century,Ps.Od.,"Stadtbibl., Solger. in duodec. 1",Nuremberg,Germany
1698,,13th/14th century,Ps.,"Nat.-Mus., 20 (Inv. 20)",Ohrid,North Macedonia
1699,,13th lub 14th century,Ps.,"Nat.-Mus., 22 (Inv. 59)",Ohrid,North Macedonia
1700,,14th/15th century,Ps.,"Nat.-Mus., 21 (Inv. 30)",Ohrid,North Macedonia
